id,bytes
624,467070
625,195495
626,164635
627,416972
628,1026148
629,1045813
63,125255
630,1045815
631,1045823
632,1045817
633,281687
634,487704
635,1045823
636,590144
637,667785
638,628827
639,566013
64,455155
640,623570
641,572884
642,102723
643,104518
644,195429
645,106998
646,568715
647,457566
648,1350809
649,440825
65,843479
650,445119
651,110312
652,245986
653,197284
654,336090
655,701976
656,427585
657,578688
658,503596
659,271084
66,212101
660,3123690
661,2631175
662,2718646
663,3023512
664,2496608
665,2389740
666,2457730
667,1373720
668,3283356
669,3224360
67,507351
670,1236879
671,269117
672,20630
673,45769399
674,4304227
675,624215
676,196790
677,283101
678,204507
679,96238
68,339812
680,68821
681,167011
682,330193
683,372971
684,64008
685,162905
686,406368
687,278278
688,172077
689,384742
69,257133
690,330268
691,250222
692,253815
693,177432
694,733043
695,290340
696,240149
697,104037
698,381904
699,946732
7,2246
70,567324
700,1282570
701,76455
